Plataform,course_id,Institution,Title,Level,Price,Language,Rating
Coursera,intro-data-science-programacion-estadistica-r,Universidad Nacional Autónoma de México,Introducción a Data Science: Programación Estadística con R,Unknown,0,Spanish,4.85
Coursera,cybersecurity-roles-processes-operating-system-security,IBM,"Cybersecurity Roles, Processes & Operating System Security",Unknown,0,English,2.69
Coursera,computational-neuroscience,University of Washington,Computational Neuroscience,Unknown,0,English,3.86
Coursera,smart-cities,École Polytechnique Fédérale de Lausanne,Smart Cities – Management of Smart Urban Infrastructures,Unknown,0,English,1.0
Coursera,golang-getting-started,"University of California, Irvine",Getting Started with Go,Unknown,0,English,4.6
Coursera,intro-economic-theories,Erasmus University Rotterdam,Introduction to Economic Theories,Unknown,0,English,4.0
Coursera,principles-of-microeconomics,"University of California, Irvine",The Power of Microeconomics: Economic Principles in the Real World,Unknown,0,English,4.31
Coursera,personal-branding,University of Virginia,Introduction to Personal Branding,Unknown,0,English,4.21
Coursera,love-social-justice,Stanford University,Love as a Force for Social Justice,Unknown,0,English,5.0
Coursera,what-is-a-proof,University of California San Diego,Mathematical Thinking in Computer Science,Unknown,0,English,2.0
Coursera,genetics-evolution,Duke University,Introduction to Genetics and Evolution,Unknown,0,English,5.0
Coursera,python-osnovy-programmirovaniya,National Research University Higher School of Economics,Основы программирования на Python,Unknown,0,Russian,4.89
Coursera,wharton-communication-skills,University of Pennsylvania,Improving Communication Skills,Unknown,0,English,5.0
Coursera,introduction-trading-machine-learning-gcp,New York Institute of Finance,"Introduction to Trading, Machine Learning & GCP",Unknown,0,English,4.37
Coursera,python-programming-introduction,Wesleyan University,Python Programming: A Concise Introduction,Unknown,0,English,4.9
Coursera,modern-world-2,University of Virginia,"The Modern World, Part Two: Global History since 1910",Unknown,0,English,4.25
Coursera,plantknows,Tel Aviv University,Understanding Plants - Part I: What a Plant Knows,Unknown,0,English,5.0
Coursera,finanzas-personales,Universidad Nacional Autónoma de México,Finanzas personales,Unknown,0,Spanish,4.78
Coursera,english-composition,Duke University,English Composition I,Unknown,0,English,5.0
Coursera,intro-self-driving-cars,University of Toronto,Introduction to Self-Driving Cars,Unknown,0,English,4.5
Coursera,uva-darden-foundations-business-strategy,University of Virginia,Foundations of Business Strategy,Unknown,0,English,3.82
Coursera,ciencia-computacao-python-conceitos,Universidade de São Paulo,Introdução à Ciência da Computação com Python Parte 1,Unknown,0,Portuguese,4.95
Coursera,stochasticprocesses,National Research University Higher School of Economics,Stochastic processes,Unknown,0,English,2.0
Coursera,foundations-big-data-analysis-sql,Cloudera,Foundations for Big Data Analysis with SQL,Unknown,0,English,5.0
Coursera,innovation-through-design,The University of Sydney,"Innovation Through Design: Think, Make, Break, Repeat",Unknown,0,English,5.0
Coursera,perfect-tenses-modals,"University of California, Irvine",Perfect Tenses and Modals,Unknown,0,English,4.83
Coursera,cloud-azure-intro,LearnQuest,Getting Started with Azure,Unknown,0,English,4.6
Coursera,moralities,Yale University,Moralities of Everyday Life,Unknown,0,English,4.92
Coursera,revisao-sistematica,Universidade Estadual de Campinas,Revisão Sistemática e Meta-análise,Unknown,0,Portuguese,4.97
Coursera,introduction-g-suite,Google Cloud,Introduction to G Suite,Unknown,0,English,4.5
Coursera,aprendiendo-a-aprender,University of California San Diego,Aprendiendo a aprender: Poderosas herramientas mentales con las que podrás dominar temas difíciles (Learning How to Learn),Unknown,0,Spanish,4.82
Coursera,batch-data-pipelines-gcp,Google Cloud,Building Batch Data Pipelines on GCP,Unknown,0,English,1.0
Coursera,financial-planning,University of Illinois at Urbana-Champaign,Financial Planning for Young Adults,Unknown,0,English,4.64
Coursera,quantitative-methods,University of Amsterdam,Quantitative Methods,Unknown,0,English,2.89
Coursera,self-determination-theory,University of Rochester,"Introduction to Self-Determination Theory: An approach to motivation, development and wellness",Unknown,0,English,5.0
Coursera,technology-of-music-production,Berklee College of Music,The Technology of Music Production,Unknown,0,English,4.51
Coursera,intro-programming,The University of Edinburgh,Code Yourself! An Introduction to Programming,Unknown,0,English,4.77
Coursera,wharton-success,University of Pennsylvania,Success,Unknown,0,English,4.76
Coursera,chemicals-health,Johns Hopkins University,Chemicals and Health,Unknown,0,English,4.0
Coursera,statistical-inferences,Eindhoven University of Technology,Improving your statistical inferences,Unknown,0,English,5.0
Coursera,google-machine-learning,Google Cloud,How Google does Machine Learning,Unknown,0,English,5.0
Coursera,object-oriented-design,University of Alberta,Object-Oriented Design,Unknown,0,English,4.0
Coursera,introduction-intellectual-property,University of Pennsylvania,Introduction to Intellectual Property,Unknown,0,English,4.0
Coursera,uva-darden-bcg-pricing-strategy-cost-economics,BCG,Cost and Economics in Pricing Strategy,Unknown,0,English,4.86
Coursera,write-a-feature-length-screenplay-for-film-or-television,Michigan State University,Write A Feature Length Screenplay For Film Or Television,Unknown,0,English,4.0
Coursera,marketing-gerencial,Universidad de Chile,Marketing Gerencial,Unknown,0,English,4.71
Coursera,corporate-finance-essentials,IESE Business School,Corporate Finance Essentials,Unknown,0,English,4.0
Coursera,information-security-data,"Royal Holloway, University of London",Information Security: Context and Introduction,Unknown,0,English,4.0
Coursera,trunk-anatomy,Yale University,"Anatomy of the Chest, Abdomen, and Pelvis",Unknown,0,English,4.94
Coursera,introcss,University of Michigan,Introduction to CSS3,Unknown,0,English,2.0
Coursera,applied-data-science-capstone,IBM,Applied Data Science Capstone,Unknown,0,English,4.0
Coursera,droits-de-lhomme,University of Geneva,Introduction aux Droits de l’Homme,Unknown,0,French,4.68
Coursera,programming-languages,University of Washington,"Programming Languages, Part A",Unknown,0,English,4.63
Coursera,big-history,Macquarie University,Big History: Connecting Knowledge,Unknown,0,English,4.69
Coursera,leadership-21st-century,Copenhagen Business School,Leadership in 21st Century Organizations,Unknown,0,English,2.0
Coursera,software-processes-and-agile-practices,University of Alberta,Software Processes and Agile Practices,Unknown,0,English,4.45
Coursera,devops-culture-and-mindset,"University of California, Davis",DevOps Culture and Mindset,Unknown,0,English,4.79
Coursera,c-plus-plus-white,Moscow Institute of Physics and Technology,Основы разработки на C++: белый пояс,Unknown,0,Russian,4.0
Coursera,covid-19-contact-tracing-for-nursing-professionals,University of Houston,COVID-19 Contact Tracing For Nursing Professionals,Unknown,0,English,5.0
Coursera,epidemiology-tools,Johns Hopkins University,Essential Epidemiologic Tools for Public Health Practice,Unknown,0,English,3.4
Coursera,epigenetics,The University of Melbourne,Epigenetic Control of Gene Expression,Unknown,0,English,1.0
Coursera,plato,University of Pennsylvania,Ancient Philosophy: Plato & His Predecessors,Unknown,0,English,1.0
Coursera,social-innovation,University of Cape Town,Becoming a changemaker: Introduction to Social Innovation,Unknown,0,English,3.0
Coursera,spanish-in-healthcare-settings,Rice University,Spanish for Successful Communication in Healthcare Settings,Unknown,0,English,4.0
Coursera,systems-engineering,UNSW Sydney (The University of New South Wales),Introduction to Systems Engineering,Unknown,0,English,3.0
Coursera,mcmc-bayesian-statistics,"University of California, Santa Cruz",Bayesian Statistics: Techniques and Models,Unknown,0,English,1.0
Coursera,humanrights,Utrecht University,Human Rights for Open Societies,Unknown,0,English,4.0
Coursera,quantum-computing-algorithms,Saint Petersburg State University,The Introduction to Quantum Computing,Unknown,0,English,1.0
Coursera,intercultural,ESCP Business School,Intercultural Management,Unknown,0,English,5.0
Coursera,getinmooc,University of London,Get Interactive: Practical Teaching with Technology,Unknown,0,English,5.0
Coursera,global-financial-markets-instruments,Rice University,Global Financial Markets and Instruments,Unknown,0,English,4.83
Coursera,write-your-first-novel,Michigan State University,Write Your First Novel,Unknown,0,English,3.25
Coursera,enfant-developpement,University of Geneva,Développement psychologique de l'enfant,Unknown,0,French,4.73
Coursera,songwriting-lyrics,Berklee College of Music,Songwriting: Writing the Lyrics,Unknown,0,English,5.0
Coursera,python-plotting,University of Michigan,"Applied Plotting, Charting & Data Representation in Python",Unknown,0,English,3.4
Coursera,systems-thinking,Johns Hopkins University,Systems Thinking In Public Health,Unknown,0,English,4.84
Coursera,excel-advanced,Macquarie University,Excel Skills for Business: Advanced,Unknown,0,English,4.0
Coursera,neuroeconomics,National Research University Higher School of Economics,Introduction to Neuroeconomics: How the Brain Makes Decisions,Unknown,0,English,3.5
Coursera,community-organizing,University of Michigan,Community Organizing for Social Justice,Unknown,0,English,5.0
Coursera,global-financial-crisis,Yale University,The Global Financial Crisis,Unknown,0,English,5.0
Coursera,renewable-energy-entrepreneurship,Duke University,Renewable Energy and Green Building Entrepreneurship,Unknown,0,English,4.51
Coursera,privacy-law-data-protection,University of Pennsylvania,Privacy Law and Data Protection,Unknown,0,English,4.38
Coursera,digital-business-models,Lund University,Digital Business Models,Unknown,0,English,2.6
Coursera,cloud-infrastructure-design-process,Google Cloud,Reliable Google Cloud Infrastructure: Design and Process,Unknown,0,English,3.3
Coursera,big-data-essentials,Yandex,"Big Data Essentials: HDFS, MapReduce and Spark RDD",Unknown,0,English,3.91
Coursera,dermatology,Novosibirsk State University ,Dermatology: Trip to skin,Unknown,0,English,4.53
Coursera,sustainable-tourism,University of Copenhagen,Sustainable Tourism – promoting environmental public health,Unknown,0,English,2.67
Coursera,social-impact,University of Pennsylvania,Social Impact Strategy: Tools for Entrepreneurs and Innovators,Unknown,0,English,4.88
Coursera,c-for-everyone,"University of California, Santa Cruz",C for Everyone: Programming Fundamentals,Unknown,0,English,4.35
Coursera,intro-sql,University of Michigan,Introduction to Structured Query Language (SQL),Unknown,0,English,1.4
Coursera,social-economic-networks,Stanford University,Social and Economic Networks:  Models and Analysis,Unknown,0,English,1.0
Coursera,cats-and-dogs,The University of Edinburgh,The Truth About Cats and Dogs,Unknown,0,English,5.0
Coursera,sports-society,Duke University,Sports and Society,Unknown,0,English,5.0
Coursera,ds,IBM,Fundamentals of Scalable Data Science,Unknown,0,English,3.89
Coursera,django-database-web-apps,University of Michigan,Web Application Technologies and Django,Unknown,0,English,3.6
Coursera,curanderismo-plants,University of New Mexico,Curanderismo: Traditional Healing Using Plants,Unknown,0,English,1.0
Coursera,python-machine-learning,University of Michigan,Applied Machine Learning in Python,Unknown,0,English,4.17
Coursera,troubleshooting-debugging-techniques,Google,Troubleshooting and Debugging Techniques,Unknown,0,English,3.14
Coursera,introduction-programming-unity,University of Colorado System,Introduction to C# Programming and Unity,Unknown,0,English,5.0
Coursera,success,University of Michigan,The Science of Success: What Researchers Know that You Should Know,Unknown,0,English,4.85
Coursera,music-theory,Michigan State University,Getting Started With Music Theory,Unknown,0,English,4.65
Coursera,horse-care,University of Florida,The Horse Course: Introduction to Basic Care and Management,Unknown,0,English,3.83
Coursera,verb-passives,"University of California, Irvine",Verb Tenses and Passives,Unknown,0,English,5.0
Coursera,gestion-organizaciones-efectivas,Pontificia Universidad Católica de Chile,Gestión de organizaciones efectivas,Unknown,0,Spanish,4.24
Coursera,big-data-introduction,University of California San Diego,Introduction to Big Data,Unknown,0,English,3.97
Coursera,philosophy-cognitive-sciences,The University of Edinburgh,Philosophy and the Sciences: Introduction to the Philosophy of Cognitive Sciences,Unknown,0,English,3.5
Coursera,schizophrenia,Wesleyan University,Schizophrenia,Unknown,0,English,4.85
Coursera,ecology-conservation,Howard Hughes Medical Institute ,Ecology: Ecosystem Dynamics and Conservation,Unknown,0,English,5.0
Coursera,game-development,Michigan State University,Introduction to Game Development,Unknown,0,English,4.25
Coursera,practical-time-series-analysis,The State University of New York,Practical Time Series Analysis,Unknown,0,English,4.31
Coursera,vlsi-cad-logic,University of Illinois at Urbana-Champaign,VLSI CAD Part I: Logic,Unknown,0,English,4.68
Coursera,six-sigma-organization-advanced,University System of Georgia,Six Sigma and the Organization (Advanced),Unknown,0,English,5.0
Coursera,machine-learning-duke,Duke University,Introduction to Machine Learning,Unknown,0,English,3.0
Coursera,wharton-launching-startup,University of Pennsylvania,Entrepreneurship 2: Launching your Start-Up,Unknown,0,English,5.0
Coursera,nanotechnology,Duke University,Nanotechnology: A Maker’s Course,Unknown,0,English,5.0
Coursera,creative-problem-solving,University of Minnesota,Creative Problem Solving,Unknown,0,English,2.27
Coursera,sleep,University of Michigan,"Sleep: Neurobiology, Medicine, and Society",Unknown,0,English,3.86
Coursera,covid-19-what-you-need-to-know,Osmosis,COVID-19: What You Need to Know (CME Eligible),Unknown,0,English,4.79
Coursera,classical-sociological-theory,University of Amsterdam,Classical Sociological Theory,Unknown,0,English,4.88
Coursera,electricity,Duke University,Electric Industry Operations and Markets,Unknown,0,English,3.81
Coursera,preparing-cloud-professional-cloud-architect-exam,Google Cloud,Preparing for the Google Cloud Professional Cloud Architect Exam,Unknown,0,English,4.29
Coursera,powerpoint-presentations,PwC,Effective Business Presentations with Powerpoint,Unknown,0,English,3.0
Coursera,wharton-financial-accounting,University of Pennsylvania,More Introduction to Financial Accounting,Unknown,0,English,3.0
Coursera,wharton-cryptocurrency-blockchain-introduction-digital-currency,University of Pennsylvania,Cryptocurrency and Blockchain: An Introduction to Digital Currencies,Unknown,0,English,4.33
Coursera,understanding-arguments,Duke University,Think Again I: How to Understand Arguments,Unknown,0,English,4.66
Coursera,develop-your-musicianship,Berklee College of Music,Developing Your Musicianship,Unknown,0,English,2.5
Coursera,wharton-operations,University of Pennsylvania,Introduction to Operations Management,Unknown,0,English,4.56
Coursera,oralcavity,University of Pennsylvania,The Oral Cavity: Portal to Health and Disease,Unknown,0,English,5.0
Coursera,preparing-cloud-associate-cloud-engineer-exam,Google Cloud,Preparing for the Google Cloud Associate Cloud Engineer Exam,Unknown,0,English,2.82
Coursera,neuroscience-neuroimaging,Johns Hopkins University,Fundamental Neuroscience for Neuroimaging,Unknown,0,English,4.82
Coursera,european-law-fundamentals,Lund University,European Business Law: Understanding the Fundamentals,Unknown,0,English,2.0
Coursera,teachlanguageonline,Arizona State University,Teach English Now! Teaching Language Online,Unknown,0,English,4.29
Coursera,front-end-react,The Hong Kong University of Science and Technology,Front-End Web Development with React,Unknown,0,English,4.43
Coursera,music-business-foundations,Berklee College of Music,Music Business Foundations,Unknown,0,English,4.79
Coursera,intro-business-analytics,University of Illinois at Urbana-Champaign,Introduction to Business Analytics: Communicating with Data,Unknown,0,English,2.5
Coursera,ml-foundations,University of Washington,Machine Learning Foundations: A Case Study Approach,Unknown,0,English,3.59
Coursera,accounting-analytics,University of Pennsylvania,Accounting Analytics,Unknown,0,English,3.5
Coursera,strategic-business-management-microeconomics,"University of California, Irvine",Strategic Business Management - Microeconomics,Unknown,0,English,4.0
Coursera,epidemic-pandemic-outbreak,University of Pittsburgh,"Epidemics, Pandemics and Outbreaks",Unknown,0,English,4.83
Coursera,roman-architecture,Yale University,Roman Architecture,Unknown,0,English,5.0
Coursera,data-management,The University of Edinburgh,Research Data Management and Sharing,Unknown,0,English,3.5
Coursera,introduction-genomics,Johns Hopkins University,Introduction to Genomic Technologies,Unknown,0,English,5.0
Coursera,strategic-management,Copenhagen Business School,Strategic Management,Unknown,0,English,5.0
Coursera,cybersecurity-compliance-framework-system-administration,IBM,Cybersecurity Compliance Framework & System Administration,Unknown,0,English,4.86
Coursera,legal-tech-startups,IE Business School,Legal Tech & Startups,Unknown,0,English,5.0
Coursera,intro-chemistry,Duke University,Introduction to Chemistry:  Reactions and Ratios,Unknown,0,English,4.8
Coursera,stem-cells,American Museum of Natural History,The Science of Stem Cells,Unknown,0,English,4.62
Coursera,the-business-of-product-management-one,Advancing Women in Product,The Business of Product Management I,Unknown,0,English,5.0
Coursera,positive-psychology-resilience,University of Pennsylvania,Positive Psychology: Resilience Skills,Unknown,0,English,3.82
Coursera,ai-for-medical-prognosis,DeepLearning.AI,AI for Medical Prognosis,Unknown,0,English,5.0
Coursera,antibiotic-stewardship,Stanford University,Antibiotic Stewardship,Unknown,0,English,4.0
Coursera,emt-foundations,University of Colorado System,EMT Foundations,Unknown,0,English,4.83
Coursera,iiot-google-cloud-platform,Google Cloud,Industrial IoT on Google Cloud Platform,Unknown,0,English,4.44
Coursera,ibm-penetration-testing-incident-response-forensics,IBM,"Penetration Testing, Incident Response and Forensics",Unknown,0,English,3.0
Coursera,database-management,University of Colorado System,Database Management Essentials,Unknown,0,English,4.31
Coursera,everyday-chinese-medicine,The Chinese University of Hong Kong,Everyday Chinese Medicine,Unknown,0,English,4.88
Coursera,fundamental-machine-learning-healthcare,Stanford University,Fundamentals of Machine Learning for Healthcare,Unknown,0,English,5.0
Coursera,magic-middle-ages,Universitat de Barcelona,Magic in the Middle Ages,Unknown,0,English,4.39
Coursera,challenging-forensic-science,University of Lausanne,Challenging Forensic Science: How Science Should Speak to Court,Unknown,0,English,5.0
Coursera,exploring-renewable-energy,University of Pennsylvania,Exploring Renewable Energy Schemes,Unknown,0,English,5.0
Coursera,theropods-birds,University of Alberta,Paleontology: Theropod Dinosaurs and the Origin of Birds,Unknown,0,English,5.0
Coursera,corporatestrategy,UCL School of Management,Corporate Strategy,Unknown,0,English,4.57
Coursera,getting-started-with-essay-writing,"University of California, Irvine",Getting Started with Essay Writing,Unknown,0,English,4.09
Coursera,actualizacion-manejo-diabetes-tipo-2,Universidad Nacional Autónoma de México,Actualización en el manejo del paciente con diabetes mellitus tipo 2,Unknown,0,Spanish,4.8
Coursera,mastering-final-cut-pro,LearnQuest,Mastering Final Cut Pro,Unknown,0,English,2.0
Coursera,tricky-american-english-pronunciation,"University of California, Irvine",Tricky American English Pronunciation,Unknown,0,English,5.0
Coursera,uva-darden-agile-team-management,University of Virginia,Managing an Agile Team,Unknown,0,English,1.5
Coursera,competencias-lab,Universidad de Chile,"Competencias Laborales: Perfiles, Evaluación y Capacitación.",Unknown,0,Spanish,3.54
Coursera,getting-started-with-tensor-flow2,Imperial College London,Getting started with TensorFlow 2,Unknown,0,English,4.0
Coursera,geopolitics-europe,Sciences Po,Geopolitics of Europe,Unknown,0,English,2.0
Coursera,truthinourbones-osteoarchaeology-archaeology,Universiteit Leiden,Osteoarchaeology: The Truth in Our Bones,Unknown,0,English,3.68
Coursera,pca-machine-learning,Imperial College London,Mathematics for Machine Learning: PCA,Unknown,0,English,3.18
Coursera,object-oriented-java,University of California San Diego,Object Oriented Programming in Java,Unknown,0,English,3.4
Coursera,embedded-software-hardware,University of Colorado Boulder,Embedded Software and Hardware Architecture,Unknown,0,English,4.69
Coursera,memoir-reader-relationship,Wesleyan University,Memoir and Personal Essay: Managing Your Relationship with the Reader,Unknown,0,English,4.0
Coursera,mathematics-and-python,Moscow Institute of Physics and Technology,Математика и Python для анализа данных,Unknown,0,Russian,2.0
Coursera,aulaconstructivista,Pontificia Universidad Católica de Chile,Hacia una práctica constructivista en el aula,Unknown,0,Spanish,4.86
Coursera,uva-darden-agile-testing,University of Virginia,Hypothesis-Driven Development,Unknown,0,English,3.0
Coursera,spectroscopy,University of Manchester   ,Introduction to Molecular Spectroscopy,Unknown,0,English,4.47
Coursera,managing-as-a-coach,"University of California, Davis",Managing as a Coach,Unknown,0,English,3.4
